Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2011-06-01,380.0,362,18.0,302.0,309.0,60.0,53.0,2011,6
Brisbane-Sydney,Brisbane,Sydney,Qantas,2011-06-01,584.0,562,22.0,451.0,458.0,111.0,104.0,2011,6
Melbourne-Sydney,Melbourne,Sydney,Qantas,2011-06-01,885.0,808,77.0,689.0,658.0,119.0,150.0,2011,6
Sydney-Brisbane,Sydney,Brisbane,Qantas,2011-06-01,567.0,548,19.0,457.0,446.0,91.0,102.0,2011,6
Sydney-Melbourne,Sydney,Melbourne,Qantas,2011-06-01,884.0,809,75.0,693.0,698.0,116.0,111.0,2011,6
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2011-06-01,72.0,58,14.0,37.7,37.7,20.3,20.3,2011,6
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2011-06-01,60.0,54,6.0,34.56,32.94,19.44,21.06,2011,6
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2011-06-01,182.0,148,34.0,93.24,91.76,54.76,56.24,2011,6
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2011-06-01,60.0,53,7.0,36.64197531,31.40740741,16.35802469,21.59259259,2011,6
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2011-06-01,182.0,148,34.0,93.24,93.24,54.76,54.76,2011,6
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2011-06-01,329.0,311,18.0,269.0,274.0,42.0,37.0,2011,6
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2011-06-01,533.0,510,23.0,414.0,413.0,96.0,97.0,2011,6
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2011-06-01,736.0,687,49.0,522.0,498.0,165.0,189.0,2011,6
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2011-06-01,533.0,506,27.0,413.0,412.0,93.0,94.0,2011,6
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2011-06-01,733.0,687,46.0,511.0,472.0,176.0,215.0,2011,6
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2011-07-01,98.0,95,3.0,64.0,68.0,31.0,27.0,2011,7
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2011-07-01,94.0,92,2.0,66.0,55.0,26.0,37.0,2011,7
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2011-07-01,184.0,169,15.0,103.0,103.0,66.0,66.0,2011,7
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2011-07-01,94.0,92,2.0,77.0,75.0,15.0,17.0,2011,7
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2011-07-01,183.0,170,13.0,115.0,105.0,55.0,65.0,2011,7
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2011-07-01,410.0,410,0.0,325.0,318.0,85.0,92.0,2011,7
Brisbane-Sydney,Brisbane,Sydney,Qantas,2011-07-01,603.0,595,8.0,431.0,401.0,164.0,194.0,2011,7
Melbourne-Sydney,Melbourne,Sydney,Qantas,2011-07-01,929.0,898,31.0,697.0,687.0,201.0,211.0,2011,7
Sydney-Brisbane,Sydney,Brisbane,Qantas,2011-07-01,584.0,583,1.0,445.0,434.0,138.0,149.0,2011,7
Sydney-Melbourne,Sydney,Melbourne,Qantas,2011-07-01,927.0,893,34.0,704.0,647.0,189.0,246.0,2011,7
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2011-07-01,0.0,0,0.0,0.0,0.0,0.0,0.0,2011,7
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2011-07-01,0.0,0,0.0,0.0,0.0,0.0,0.0,2011,7
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2011-07-01,0.0,0,0.0,0.0,0.0,0.0,0.0,2011,7
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2011-07-01,0.0,0,0.0,0.0,0.0,0.0,0.0,2011,7
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2011-07-01,0.0,0,0.0,0.0,0.0,0.0,0.0,2011,7
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2011-07-01,350.0,349,1.0,308.0,282.0,41.0,67.0,2011,7
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2011-07-01,565.0,560,5.0,449.0,417.0,111.0,143.0,2011,7
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2011-07-01,760.0,749,11.0,586.0,565.0,163.0,184.0,2011,7
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2011-07-01,564.0,561,3.0,433.0,443.0,128.0,118.0,2011,7
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2011-07-01,759.0,749,10.0,585.0,473.0,164.0,276.0,2011,7
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2011-08-01,98.0,92,6.0,68.0,73.0,24.0,19.0,2011,8
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2011-08-01,95.0,95,0.0,70.0,48.0,25.0,47.0,2011,8
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2011-08-01,187.0,174,13.0,133.0,130.0,41.0,44.0,2011,8
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2011-08-01,97.0,97,0.0,82.0,73.0,15.0,24.0,2011,8
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2011-08-01,186.0,174,12.0,138.0,137.0,36.0,37.0,2011,8
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2011-08-01,409.0,409,0.0,345.0,339.0,64.0,70.0,2011,8
Brisbane-Sydney,Brisbane,Sydney,Qantas,2011-08-01,576.0,563,13.0,458.0,471.0,105.0,92.0,2011,8
Melbourne-Sydney,Melbourne,Sydney,Qantas,2011-08-01,924.0,891,33.0,764.0,755.0,127.0,136.0,2011,8
Sydney-Brisbane,Sydney,Brisbane,Qantas,2011-08-01,574.0,569,5.0,495.0,482.0,74.0,87.0,2011,8
Sydney-Melbourne,Sydney,Melbourne,Qantas,2011-08-01,924.0,890,34.0,781.0,744.0,109.0,146.0,2011,8
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2011-08-01,23.0,23,0.0,22.0,21.0,1.0,2.0,2011,8
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2011-08-01,90.0,90,0.0,84.0,84.0,6.0,6.0,2011,8
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2011-08-01,90.0,90,0.0,84.0,84.0,6.0,6.0,2011,8
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2011-08-01,357.0,355,2.0,311.0,308.0,44.0,47.0,2011,8
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2011-08-01,569.0,563,6.0,497.0,471.0,66.0,92.0,2011,8
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2011-08-01,793.0,779,14.0,687.0,658.0,92.0,121.0,2011,8
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2011-08-01,570.0,565,5.0,486.0,486.0,79.0,79.0,2011,8
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2011-08-01,793.0,780,13.0,681.0,606.0,99.0,174.0,2011,8
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2011-09-01,90.0,86,4.0,72.0,74.0,14.0,12.0,2011,9
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2011-09-01,87.0,87,0.0,67.0,47.0,20.0,40.0,2011,9
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2011-09-01,178.0,161,17.0,131.0,131.0,30.0,30.0,2011,9
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2011-09-01,87.0,87,0.0,79.0,74.0,8.0,13.0,2011,9
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2011-09-01,174.0,159,15.0,135.0,133.0,24.0,26.0,2011,9
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2011-09-01,401.0,398,3.0,332.0,319.0,66.0,79.0,2011,9
Brisbane-Sydney,Brisbane,Sydney,Qantas,2011-09-01,564.0,546,18.0,420.0,414.0,126.0,132.0,2011,9
Melbourne-Sydney,Melbourne,Sydney,Qantas,2011-09-01,902.0,849,53.0,670.0,673.0,179.0,176.0,2011,9
Sydney-Brisbane,Sydney,Brisbane,Qantas,2011-09-01,563.0,553,10.0,442.0,440.0,111.0,113.0,2011,9
Sydney-Melbourne,Sydney,Melbourne,Qantas,2011-09-01,904.0,857,47.0,687.0,643.0,170.0,214.0,2011,9
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2011-09-01,67.0,67,0.0,62.0,60.0,5.0,7.0,2011,9
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2011-09-01,138.0,138,0.0,128.0,131.0,10.0,7.0,2011,9
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2011-09-01,138.0,138,0.0,130.0,129.0,8.0,9.0,2011,9
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2011-09-01,344.0,339,5.0,300.0,297.0,39.0,42.0,2011,9
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2011-09-01,551.0,543,8.0,469.0,458.0,74.0,85.0,2011,9
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2011-09-01,746.0,723,23.0,595.0,584.0,128.0,139.0,2011,9
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2011-09-01,552.0,542,10.0,476.0,476.0,66.0,66.0,2011,9
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2011-09-01,746.0,721,25.0,601.0,551.0,120.0,170.0,2011,9
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2011-10-01,93.0,92,1.0,56.0,68.0,36.0,24.0,2011,10
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2011-10-01,95.0,94,1.0,69.0,69.0,25.0,25.0,2011,10
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2011-10-01,179.0,172,7.0,119.0,119.0,53.0,53.0,2011,10
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2011-10-01,96.0,95,1.0,76.0,71.0,19.0,24.0,2011,10
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2011-10-01,181.0,176,5.0,133.0,127.0,43.0,49.0,2011,10
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2011-10-01,411.0,377,34.0,284.0,310.0,93.0,67.0,2011,10
Brisbane-Sydney,Brisbane,Sydney,Qantas,2011-10-01,573.0,501,72.0,331.0,331.0,170.0,170.0,2011,10
Melbourne-Sydney,Melbourne,Sydney,Qantas,2011-10-01,910.0,791,119.0,594.0,556.0,197.0,235.0,2011,10
Sydney-Brisbane,Sydney,Brisbane,Qantas,2011-10-01,575.0,502,73.0,340.0,334.0,162.0,168.0,2011,10
Sydney-Melbourne,Sydney,Melbourne,Qantas,2011-10-01,908.0,788,120.0,578.0,585.0,210.0,203.0,2011,10
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2011-10-01,93.0,93,0.0,73.0,70.0,20.0,23.0,2011,10
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2011-10-01,147.0,147,0.0,123.0,131.0,24.0,16.0,2011,10
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2011-10-01,147.0,147,0.0,122.0,117.0,25.0,30.0,2011,10
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2011-10-01,357.0,356,1.0,314.0,313.0,42.0,43.0,2011,10
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2011-10-01,568.0,566,2.0,457.0,454.0,109.0,112.0,2011,10
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2011-10-01,792.0,787,5.0,627.0,584.0,160.0,203.0,2011,10
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2011-10-01,568.0,567,1.0,467.0,443.0,100.0,124.0,2011,10
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2011-10-01,793.0,789,4.0,643.0,607.0,146.0,182.0,2011,10
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2011-11-01,80.0,80,0.0,63.0,67.0,17.0,13.0,2011,11
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2011-11-01,88.0,88,0.0,65.0,63.0,23.0,25.0,2011,11
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2011-11-01,171.0,171,0.0,110.0,116.0,61.0,55.0,2011,11
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2011-11-01,88.0,88,0.0,65.0,72.0,23.0,16.0,2011,11
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2011-11-01,170.0,170,0.0,134.0,121.0,36.0,49.0,2011,11
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2011-11-01,398.0,397,1.0,338.0,343.0,59.0,54.0,2011,11
Brisbane-Sydney,Brisbane,Sydney,Qantas,2011-11-01,554.0,546,8.0,457.0,451.0,89.0,95.0,2011,11
Melbourne-Sydney,Melbourne,Sydney,Qantas,2011-11-01,899.0,872,27.0,694.0,661.0,178.0,211.0,2011,11
Sydney-Brisbane,Sydney,Brisbane,Qantas,2011-11-01,557.0,549,8.0,447.0,444.0,102.0,105.0,2011,11
Sydney-Melbourne,Sydney,Melbourne,Qantas,2011-11-01,896.0,870,26.0,720.0,693.0,150.0,177.0,2011,11
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2011-11-01,90.0,90,0.0,80.0,80.0,10.0,10.0,2011,11
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2011-11-01,141.0,141,0.0,122.0,127.0,19.0,14.0,2011,11
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2011-11-01,142.0,142,0.0,121.0,121.0,21.0,21.0,2011,11
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2011-11-01,352.0,349,3.0,316.0,316.0,33.0,33.0,2011,11
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2011-11-01,567.0,560,7.0,438.0,419.0,122.0,141.0,2011,11
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2011-11-01,824.0,808,16.0,650.0,602.0,158.0,206.0,2011,11
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2011-11-01,567.0,560,7.0,422.0,419.0,138.0,141.0,2011,11
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2011-11-01,824.0,809,15.0,613.0,612.0,196.0,197.0,2011,11
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2011-12-01,94.0,92,2.0,69.0,67.0,23.0,25.0,2011,12
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2011-12-01,105.0,103,2.0,84.0,84.0,19.0,19.0,2011,12
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2011-12-01,184.0,183,1.0,140.0,147.0,43.0,36.0,2011,12
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2011-12-01,106.0,101,5.0,85.0,88.0,16.0,13.0,2011,12
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2011-12-01,186.0,183,3.0,157.0,147.0,26.0,36.0,2011,12
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2011-12-01,426.0,421,5.0,335.0,347.0,86.0,74.0,2011,12
Brisbane-Sydney,Brisbane,Sydney,Qantas,2011-12-01,584.0,579,5.0,471.0,459.0,108.0,120.0,2011,12
Melbourne-Sydney,Melbourne,Sydney,Qantas,2011-12-01,838.0,813,25.0,688.0,615.0,125.0,198.0,2011,12
Sydney-Brisbane,Sydney,Brisbane,Qantas,2011-12-01,584.0,580,4.0,469.0,445.0,111.0,135.0,2011,12
Sydney-Melbourne,Sydney,Melbourne,Qantas,2011-12-01,838.0,813,25.0,682.0,732.0,131.0,81.0,2011,12
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2011-12-01,102.0,101,1.0,82.0,82.0,19.0,19.0,2011,12
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2011-12-01,176.0,173,3.0,167.0,163.0,6.0,10.0,2011,12
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2011-12-01,176.0,173,3.0,163.0,160.0,10.0,13.0,2011,12
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2011-12-01,357.0,352,5.0,306.0,317.0,46.0,35.0,2011,12
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2011-12-01,571.0,565,6.0,444.0,427.0,121.0,138.0,2011,12
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2011-12-01,805.0,786,19.0,690.0,627.0,96.0,159.0,2011,12
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2011-12-01,571.0,562,9.0,448.0,431.0,114.0,131.0,2011,12
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2011-12-01,805.0,787,18.0,634.0,688.0,153.0,99.0,2011,12
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2012-01-01,96.0,92,4.0,57.0,59.0,35.0,33.0,2012,1
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2012-01-01,107.0,103,4.0,58.0,63.0,45.0,40.0,2012,1
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2012-01-01,187.0,176,11.0,120.0,129.0,56.0,47.0,2012,1
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2012-01-01,112.0,106,6.0,72.0,75.0,34.0,31.0,2012,1
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2012-01-01,185.0,174,11.0,137.0,130.0,37.0,44.0,2012,1
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2012-01-01,393.0,393,0.0,349.0,357.0,44.0,36.0,2012,1
Brisbane-Sydney,Brisbane,Sydney,Qantas,2012-01-01,511.0,509,2.0,439.0,429.0,70.0,80.0,2012,1
Melbourne-Sydney,Melbourne,Sydney,Qantas,2012-01-01,747.0,744,3.0,671.0,627.0,73.0,117.0,2012,1
Sydney-Brisbane,Sydney,Brisbane,Qantas,2012-01-01,510.0,510,0.0,451.0,423.0,59.0,87.0,2012,1
Sydney-Melbourne,Sydney,Melbourne,Qantas,2012-01-01,745.0,743,2.0,672.0,683.0,71.0,60.0,2012,1
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2012-01-01,113.0,113,0.0,89.0,96.0,24.0,17.0,2012,1
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2012-01-01,198.0,198,0.0,185.0,189.0,13.0,9.0,2012,1
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2012-01-01,198.0,198,0.0,180.0,182.0,18.0,16.0,2012,1
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2012-01-01,350.0,346,4.0,279.0,298.0,67.0,48.0,2012,1
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2012-01-01,564.0,554,10.0,419.0,410.0,135.0,144.0,2012,1
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2012-01-01,750.0,733,17.0,601.0,567.0,132.0,166.0,2012,1
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2012-01-01,565.0,553,12.0,386.0,385.0,167.0,168.0,2012,1
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2012-01-01,748.0,735,13.0,571.0,606.0,164.0,129.0,2012,1
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2012-02-01,68.0,66,2.0,54.0,56.0,12.0,10.0,2012,2
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2012-02-01,89.0,87,2.0,44.0,56.0,43.0,31.0,2012,2
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2012-02-01,206.0,196,10.0,130.0,136.0,66.0,60.0,2012,2
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2012-02-01,90.0,88,2.0,59.0,60.0,29.0,28.0,2012,2
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2012-02-01,201.0,197,4.0,153.0,140.0,44.0,57.0,2012,2
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2012-02-01,391.0,389,2.0,350.0,349.0,39.0,40.0,2012,2
Brisbane-Sydney,Brisbane,Sydney,Qantas,2012-02-01,560.0,549,11.0,473.0,457.0,76.0,92.0,2012,2
Melbourne-Sydney,Melbourne,Sydney,Qantas,2012-02-01,877.0,845,32.0,736.0,687.0,109.0,158.0,2012,2
Sydney-Brisbane,Sydney,Brisbane,Qantas,2012-02-01,560.0,553,7.0,465.0,445.0,88.0,108.0,2012,2
Sydney-Melbourne,Sydney,Melbourne,Qantas,2012-02-01,877.0,843,34.0,743.0,731.0,100.0,112.0,2012,2
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2012-02-01,70.0,70,0.0,58.0,59.0,12.0,11.0,2012,2
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2012-02-01,165.0,165,0.0,152.0,154.0,13.0,11.0,2012,2
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2012-02-01,165.0,165,0.0,142.0,145.0,23.0,20.0,2012,2
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2012-02-01,366.0,361,5.0,306.0,318.0,55.0,43.0,2012,2
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2012-02-01,563.0,556,7.0,430.0,416.0,126.0,140.0,2012,2
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2012-02-01,802.0,784,18.0,646.0,563.0,138.0,221.0,2012,2
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2012-02-01,564.0,556,8.0,433.0,406.0,123.0,150.0,2012,2
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2012-02-01,801.0,783,18.0,598.0,622.0,185.0,161.0,2012,2
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2012-03-01,80.0,80,0.0,57.0,58.0,23.0,22.0,2012,3
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2012-03-01,103.0,102,1.0,61.0,67.0,41.0,35.0,2012,3
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2012-03-01,224.0,221,3.0,133.0,133.0,88.0,88.0,2012,3
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2012-03-01,104.0,104,0.0,82.0,75.0,22.0,29.0,2012,3
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2012-03-01,222.0,220,2.0,167.0,156.0,53.0,64.0,2012,3
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2012-03-01,412.0,407,5.0,351.0,358.0,56.0,49.0,2012,3
Brisbane-Sydney,Brisbane,Sydney,Qantas,2012-03-01,593.0,586,7.0,468.0,471.0,118.0,115.0,2012,3
Melbourne-Sydney,Melbourne,Sydney,Qantas,2012-03-01,906.0,886,20.0,727.0,674.0,159.0,212.0,2012,3
Sydney-Brisbane,Sydney,Brisbane,Qantas,2012-03-01,592.0,584,8.0,490.0,464.0,94.0,120.0,2012,3
Sydney-Melbourne,Sydney,Melbourne,Qantas,2012-03-01,907.0,886,21.0,754.0,740.0,132.0,146.0,2012,3
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2012-03-01,94.0,94,0.0,78.0,83.0,16.0,11.0,2012,3
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2012-03-01,180.0,180,0.0,162.0,166.0,18.0,14.0,2012,3
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2012-03-01,180.0,180,0.0,162.0,159.0,18.0,21.0,2012,3
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2012-03-01,401.0,392,9.0,335.0,347.0,57.0,45.0,2012,3
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2012-03-01,606.0,593,13.0,427.0,421.0,166.0,172.0,2012,3
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2012-03-01,868.0,842,26.0,691.0,634.0,151.0,208.0,2012,3
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2012-03-01,607.0,593,14.0,417.0,410.0,176.0,183.0,2012,3
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2012-03-01,866.0,839,27.0,654.0,667.0,185.0,172.0,2012,3
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2012-04-01,97.0,95,2.0,73.0,82.0,22.0,13.0,2012,4
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2012-04-01,113.0,112,1.0,73.0,71.0,39.0,41.0,2012,4
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2012-04-01,238.0,232,6.0,161.0,156.0,71.0,76.0,2012,4
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2012-04-01,114.0,112,2.0,87.0,81.0,25.0,31.0,2012,4
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2012-04-01,237.0,232,5.0,138.0,168.0,94.0,64.0,2012,4
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2012-04-01,404.0,403,1.0,333.0,357.0,70.0,46.0,2012,4
Brisbane-Sydney,Brisbane,Sydney,Qantas,2012-04-01,563.0,555,8.0,467.0,488.0,88.0,67.0,2012,4
Melbourne-Sydney,Melbourne,Sydney,Qantas,2012-04-01,846.0,814,32.0,733.0,694.0,81.0,120.0,2012,4
Sydney-Brisbane,Sydney,Brisbane,Qantas,2012-04-01,564.0,558,6.0,468.0,428.0,90.0,130.0,2012,4
Sydney-Melbourne,Sydney,Melbourne,Qantas,2012-04-01,845.0,813,32.0,734.0,725.0,79.0,88.0,2012,4
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2012-04-01,92.0,92,0.0,73.0,80.0,19.0,12.0,2012,4
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2012-04-01,257.0,252,5.0,236.0,242.0,16.0,10.0,2012,4
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2012-04-01,257.0,252,5.0,227.0,231.0,25.0,21.0,2012,4
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2012-04-01,368.0,359,9.0,308.0,329.0,51.0,30.0,2012,4
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2012-04-01,558.0,549,9.0,450.0,437.0,99.0,112.0,2012,4
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2012-04-01,808.0,778,30.0,684.0,612.0,94.0,166.0,2012,4
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2012-04-01,557.0,546,11.0,413.0,386.0,133.0,160.0,2012,4
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2012-04-01,808.0,779,29.0,612.0,651.0,167.0,128.0,2012,4
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2012-05-01,94.0,94,0.0,65.0,77.0,29.0,17.0,2012,5
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2012-05-01,109.0,108,1.0,81.0,69.0,27.0,39.0,2012,5
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2012-05-01,218.0,216,2.0,162.0,166.0,54.0,50.0,2012,5
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2012-05-01,107.0,107,0.0,95.0,87.0,12.0,20.0,2012,5
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2012-05-01,218.0,213,5.0,151.0,180.0,62.0,33.0,2012,5
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2012-05-01,348.0,348,0.0,299.0,320.0,49.0,28.0,2012,5
Brisbane-Sydney,Brisbane,Sydney,Qantas,2012-05-01,517.0,515,2.0,457.0,475.0,58.0,40.0,2012,5
Melbourne-Sydney,Melbourne,Sydney,Qantas,2012-05-01,873.0,856,17.0,795.0,759.0,61.0,97.0,2012,5
Sydney-Brisbane,Sydney,Brisbane,Qantas,2012-05-01,517.0,515,2.0,471.0,419.0,44.0,96.0,2012,5
